company¬,country¬,director¬,genre¬,name¬,rating¬,runtime¬,writer¬,year¬,,,
Lynn-Davis Productions¬,USA¬,Gary Hudson¬,Action¬,Thunder Run¬,PG-13¬,90¬,Charles Davis¬,1986¬,,,
Longshot¬,USA¬,Paul Bartel¬,Comedy¬,The Longshot¬,PG-13¬,89¬,Tim Conway¬,1986¬,,,
Silver Screen Partners II¬,USA¬,Michael Dinner¬,Comedy¬,Off Beat¬,PG¬,92¬,Dezs� Magyar¬,1986¬,,,
Roundhouse¬,USA¬,Joe Roth¬,Drama¬,Streets of Gold¬,R¬,95¬,Dezs� Magyar¬,1986¬,,,
Convy-Fimberg Productions¬,USA¬,Bert Convy¬,Action¬,Weekend Warriors¬,R¬,100¬,Bruce Belland¬,1986¬,,,
J&M; Entertainment¬,UK¬,Zoran Perisic¬,Action¬,Sky Bandits¬,PG¬,100¬,Thom Keyes¬,1986¬,,,
Cinetel Films¬,USA¬,Fred Olen Ray¬,Action¬,Armed Response¬,R¬,86¬,T.L. Lankford¬,1986¬,,,
Cannon City Produktie Maatschappij B.V.¬,Netherlands¬,Franco Zeffirelli¬,Drama¬,Otello¬,PG¬,100¬,Arrigo Boito¬,1986¬,,,
Alliance Communications Corporation¬,USA¬,Rob Nilsson¬,Drama¬,On the Edge¬,PG-13¬,95¬,Roy Kissin¬,1986¬,,,
Action Communications¬,USA¬,Frank Harris¬,Action¬,Low Blow¬,R¬,100¬,Leo Fong¬,1986¬,,,
Cote Blanche Productions¬,USA¬,Glen Pitre¬,Drama¬,Belizaire the Cajun¬,PG¬,103¬,Glen Pitre¬,1986¬,,,
Les Films 13¬,France¬,Claude Lelouch¬,Drama¬,A Man and a Woman: 20 Years Later¬,PG¬,112¬,Claude Lelouch¬,1986¬,,,
New Line Cinema¬,USA¬,Clay Borris¬,Action¬,Quiet Cool¬,R¬,100¬,Clay Borris¬,1986¬,,,
Not specified¬,USA¬,Gideon Amir¬,Action¬,Behind Enemy Lines¬,R¬,90¬,Malcolm Barbour¬,1986¬,,,
Not specified¬,USA¬,Francis Schaeffer¬,Action¬,Wired to Kill¬,R¬,86¬,Francis Schaeffer¬,1986¬,,,
Fringe Dwellers Productions¬,Australia¬,Bruce Beresford¬,Drama¬,The Fringe Dwellers¬,PG¬,98¬,Bruce Beresford¬,1986¬,,,
T. Films¬,France¬,Andr� T�chin�¬,Crime¬,Scene of the Crime¬,Not specified¬,90¬,Andr� T�chin�¬,1986¬,,,
Hanna-Barbera Productions¬,USA¬,Don Lusk¬,Animation¬,GoBots: Battle of the Rock Lords¬,G¬,75¬,Jeff Segal¬,1986¬,,,
Channel Four Films¬,UK¬,Charles Gormley¬,Comedy¬,The Gospel According to Vic¬,PG¬,92¬,Charles Gormley¬,1986¬,,,
Grace¬,USA¬,Dominic Orlando¬,Action¬,Knights of the City¬,R¬,87¬,Leon Isaac Kennedy¬,1986¬,,,
Embassy Pictures¬,USA¬,Robert M. Young¬,Comedy¬,Saving Grace¬,PG¬,112¬,Celia Gittelson¬,1986¬,,,
Hunter¬,MFG Production¬,USA¬,Gary Grillo¬,492367.0¬,Jackals¬,190986¬,139¬,Dennis A. Pratt¬,1986¬,,
Cannon Films¬,USA¬,Filippo Ottoni¬,Comedy¬,Detective School Dropouts¬,PG¬,92¬,Lorin Dreyfuss¬,1986¬,,,
CBS Entertainment Production¬,USA¬,Christopher Cain¬,Adventure¬,Where the River Runs Black¬,PG¬,100¬,Neal Jimenez¬,1986¬,,,
DIC Entertainment¬,Canada¬,Bruno Bianchi¬,Family¬,Heathcliff: The Movie¬,G¬,73¬,George Gately¬,1986¬,,,
AAR Films¬,USA¬,Dennis Klein¬,Comedy¬,One More Saturday Night¬,R¬,95¬,Tom Davis¬,1986¬,,,
Act III Communications¬,USA¬,Rob Reiner¬,Adventure¬,The Princess Bride¬,PG¬,98¬,William Goldman¬,1987¬,,,
Cinemarque Entertainment BV¬,UK¬,Clive Barker¬,Horror¬,Hellraiser¬,R¬,94¬,Clive Barker¬,1987¬,,,
Natant¬,UK¬,Stanley Kubrick¬,Drama¬,Full Metal Jacket¬,R¬,116¬,Gustav Hasford¬,1987¬,,,
Great American Films Limited Partnership¬,USA¬,Emile Ardolino¬,Drama¬,Dirty Dancing¬,PG-13¬,100¬,Eleanor Bergstein¬,1987¬,,,
Warner Bros.¬,USA¬,Joel Schumacher¬,Comedy¬,The Lost Boys¬,R¬,97¬,Jan Fischer¬,1987¬,,,
Amercent Films¬,USA¬,John McTiernan¬,Action¬,Predator¬,R¬,107¬,Jim Thomas¬,1987¬,,,
Braveworld Productions¬,USA¬,Paul Michael Glaser¬,Action¬,The Running Man¬,R¬,101¬,Stephen King¬,1987¬,,,
Brooksfilms¬,USA¬,Mel Brooks¬,Adventure¬,Spaceballs¬,PG¬,96¬,Mel Brooks¬,1987¬,,,
Orion Pictures¬,USA¬,Paul Verhoeven¬,Action¬,RoboCop¬,R¬,102¬,Edward Neumeier¬,1987¬,,,
Warner Bros.¬,USA¬,Richard Donner¬,Action¬,Lethal Weapon¬,R¬,110¬,Shane Black¬,1987¬,,,
Paramount Pictures¬,USA¬,Brian De Palma¬,Crime¬,The Untouchables¬,R¬,119¬,Oscar Fraley¬,1987¬,,,
De Laurentiis Entertainment Group (DEG)¬,USA¬,Sam Raimi¬,Comedy¬,Evil Dead II¬,R¬,84¬,Sam Raimi¬,1987¬,,,
Golan-Globus Productions¬,USA¬,Gary Goddard¬,Action¬,Masters of the Universe¬,PG¬,106¬,David Odell¬,1987¬,,,
Home Box Office (HBO)¬,USA¬,Fred Dekker¬,Action¬,The Monster Squad¬,PG-13¬,82¬,Shane Black¬,1987¬,,,
Paramount Pictures¬,USA¬,Adrian Lyne¬,Drama¬,Fatal Attraction¬,R¬,119¬,James Dearden¬,1987¬,,,
Eon Productions¬,UK¬,John Glen¬,Action¬,The Living Daylights¬,PG¬,130¬,Richard Maibaum¬,1987¬,,,
Twentieth Century Fox Film Corporation¬,USA¬,Oliver Stone¬,Crime¬,Wall Street¬,R¬,126¬,Stanley Weiser¬,1987¬,,,
Amblin Entertainment¬,USA¬,Steven Spielberg¬,Drama¬,Empire of the Sun¬,PG¬,153¬,Tom Stoppard¬,1987¬,,,
Apollo Pictures¬,USA¬,Steve Rash¬,Comedy¬,Can't Buy Me Love¬,PG-13¬,94¬,Michael Swerdlick¬,1987¬,,,
Warner Bros.¬,USA¬,George Miller¬,Comedy¬,The Witches of Eastwick¬,R¬,118¬,John Updike¬,1987¬,,,
Paramount Pictures¬,USA¬,Carl Reiner¬,Comedy¬,Summer School¬,PG-13¬,97¬,Stuart Birnbaum¬,1987¬,,,
New Line Cinema¬,USA¬,Chuck Russell¬,Action¬,A Nightmare on Elm Street 3: Dream Warriors¬,R¬,96¬,Wes Craven¬,1987¬,,,
Touchstone Pictures¬,USA¬,Chris Columbus¬,Action¬,Adventures in Babysitting¬,PG-13¬,102¬,David Simkins¬,1987¬,,,
RKO Pictures¬,USA¬,John Irvin¬,Action¬,Hamburger Hill¬,R¬,110¬,James Carabatsos¬,1987¬,,,
Universal Pictures¬,USA¬,Joseph Sargent¬,Adventure¬,Jaws: The Revenge¬,PG-13¬,89¬,Peter Benchley¬,1987¬,,,
Cannon Group¬,USA¬,Menahem Golan¬,Action¬,Over the Top¬,PG¬,93¬,Gary Conway¬,1987¬,,,
Paramount Pictures¬,USA¬,John Hughes¬,Comedy¬,"Planes, Trains & Automobiles¬",R¬,93¬,John Hughes¬,1987¬,,,
Circle Films¬,USA¬,Joel Coen¬,Comedy¬,Raising Arizona¬,PG-13¬,94¬,Ethan Coen¬,1987¬,,,
Carolco International N.V.¬,UK¬,Alan Parker¬,Horror¬,Angel Heart¬,R¬,113¬,William Hjortsberg¬,1987¬,,,
Hughes Entertainment¬,USA¬,Howard Deutch¬,Drama¬,Some Kind of Wonderful¬,PG-13¬,95¬,John Hughes¬,1987¬,,,
Gladden Entertainment¬,USA¬,Michael Gottlieb¬,Comedy¬,Mannequin¬,PG¬,90¬,Edward Rugoff¬,1987¬,,,
Hawn ¬, Sylbert Movie Company¬,USA¬,Garry Marshall¬,26713187.0¬,Overboard¬,161287¬,40429¬,Leslie Dixon¬,1987¬,,
Warner Bros.¬,USA¬,Joe Dante¬,Action¬,Innerspace¬,PG¬,120¬,Chip Proser¬,1987¬,,,
Metro-Goldwyn-Mayer (MGM)¬,USA¬,Norman Jewison¬,Comedy¬,Moonstruck¬,PG¬,102¬,John Patrick Shanley¬,1987¬,,,
Paramount Pictures¬,USA¬,Tony Scott¬,Action¬,Beverly Hills Cop II¬,R¬,100¬,Danilo Bach¬,1987¬,,,
Amblin Entertainment¬,USA¬,William Dear¬,Comedy¬,Harry and the Hendersons¬,PG¬,110¬,William Dear¬,1987¬,,,
Recorded Picture Company (RPC)¬,UK¬,Bernardo Bertolucci¬,Biography¬,The Last Emperor¬,PG-13¬,163¬,Mark Peploe¬,1987¬,,,
Touchstone Pictures¬,USA¬,Barry Levinson¬,Biography¬,"Good Morning, Vietnam¬",R¬,121¬,Mitch Markowitz¬,1987¬,,,
Merchant Ivory Productions¬,UK¬,James Ivory¬,Drama¬,Maurice¬,R¬,140¬,E.M. Forster¬,1987¬,,,
Interscope Communications¬,USA¬,Leonard Nimoy¬,Comedy¬,3 Men and a Baby¬,PG¬,102¬,Coline Serreau¬,1987¬,,,
Alive Films¬,USA¬,John Carpenter¬,Horror¬,Prince of Darkness¬,R¬,102¬,John Carpenter¬,1987¬,,,
Columbia Pictures Corporation¬,USA¬,Luis Valdez¬,Biography¬,La Bamba¬,PG-13¬,108¬,Luis Valdez¬,1987¬,,,
F¬,M¬,USA¬,Kathryn Bigelow¬,3369307.0¬,Near Dark¬,1988¬,27485¬,Kathryn Bigelow¬,1987¬,,
Road Movies Filmproduktion¬,West Germany¬,Wim Wenders¬,Drama¬,Wings of Desire¬,PG-13¬,128¬,Wim Wenders¬,1987¬,,,
Twentieth Century Fox Film Corporation¬,USA¬,Marek Kanievska¬,Crime¬,Less Than Zero¬,R¬,98¬,Bret Easton Ellis¬,1987¬,,,
Orion Pictures¬,USA¬,Roger Donaldson¬,Action¬,No Way Out¬,R¬,114¬,Kenneth Fearing¬,1987¬,,,
Universal Pictures¬,USA¬,Matthew Robbins¬,Comedy¬,*batteries not included¬,PG¬,106¬,Mick Garris¬,1987¬,,,
United Artists¬,USA¬,Charles Shyer¬,Comedy¬,Baby Boom¬,PG¬,110¬,Nancy Meyers¬,1987¬,,,
Cineplex-Odeon Films¬,UK¬,Bruce Robinson¬,Comedy¬,Withnail & I¬,R¬,107¬,Bruce Robinson¬,1987¬,,,
Fries Entertainment¬,USA¬,Jeffrey Bloom¬,Drama¬,Flowers in the Attic¬,PG-13¬,93¬,Virginia C. Andrews¬,1987¬,,,
Amercent Films¬,USA¬,James L. Brooks¬,Comedy¬,Broadcast News¬,R¬,133¬,James L. Brooks¬,1987¬,,,
New Century Entertainment Corporation¬,Canada¬,Tibor Tak�cs¬,Fantasy¬,T�nel al infierno¬,PG-13¬,85¬,Michael Nankin¬,1987¬,,,
Cannon Films¬,UK¬,Sidney J. Furie¬,Action¬,Superman IV: The Quest for Peace¬,PG¬,90¬,Joe Shuster¬,1987¬,,,
Laurel Entertainment Inc.¬,USA¬,Michael Gornick¬,Comedy¬,Creepshow 2¬,R¬,92¬,Stephen King¬,1987¬,,,
Atlantic Entertainment Group¬,USA¬,Christopher Leitch¬,Comedy¬,Teen Wolf Too¬,PG¬,95¬,Jeph Loeb¬,1987¬,,,
Columbia Pictures Industries¬,USA¬,Fred Schepisi¬,Comedy¬,Roxanne¬,PG¬,107¬,Edmond Rostand¬,1987¬,,,
Rastar Pictures¬,USA¬,Herbert Ross¬,Comedy¬,The Secret of My Succe$s¬,PG-13¬,111¬,Jim Cash¬,1987¬,,,
Applied Action¬,USA¬,Tom Mankiewicz¬,Comedy¬,Dragnet¬,PG-13¬,106¬,Dan Aykroyd¬,1987¬,,,
British Screen Productions¬,UK¬,Alan Clarke¬,Comedy¬,"Rita, Sue and Bob Too¬",R¬,93¬,Andrea Dunbar¬,1987¬,,,
TriStar Pictures¬,USA¬,Blake Edwards¬,Comedy¬,Blind Date¬,PG-13¬,95¬,Dale Launer¬,1987¬,,,
New World Pictures¬,USA¬,Ethan Wiley¬,Comedy¬,House II: The Second Story¬,PG-13¬,88¬,Fred Dekker¬,1987¬,,,
Warner Bros.¬,USA¬,Jim Drake¬,Comedy¬,Police Academy 4: Citizens on Patrol¬,PG¬,88¬,Neal Israel¬,1987¬,,,
Atlantic Entertainment Group¬,USA¬,Rod Amateau¬,Adventure¬,The Garbage Pail Kids Movie¬,PG¬,100¬,Linda Palmer¬,1987¬,,,
Orion Pictures¬,USA¬,Danny DeVito¬,Comedy¬,Throw Momma from the Train¬,PG-13¬,88¬,Stu Silver¬,1987¬,,,
Incorporated Television Company (ITC)¬,UK¬,Joseph Ruben¬,Horror¬,The Stepfather¬,R¬,89¬,Carolyn Lefcourt¬,1987¬,,,
Heron Communications¬,USA¬,Jack Sholder¬,Action¬,The Hidden¬,R¬,96¬,Jim Kouf¬,1987¬,,,
Universal Pictures¬,USA¬,Joe Dante¬,Comedy¬,Amazon Women on the Moon¬,R¬,85¬,Michael Barrie¬,1987¬,,,
Golan-Globus Productions¬,USA¬,Barbet Schroeder¬,Comedy¬,Barfly¬,R¬,100¬,Charles Bukowski¬,1987¬,,,
Universal Pictures¬,USA¬,Phil Joanou¬,Comedy¬,Three O'Clock High¬,PG-13¬,97¬,Richard Christian Matheson¬,1987¬,,,
Panorama Film A¬,S¬,Denmark¬,Gabriel Axel¬,4398938.0¬,Babette's Feast¬,40388¬,14838¬,Karen Blixen¬,1987¬,,
Orion Pictures¬,USA¬,John Schlesinger¬,Crime¬,The Believers¬,R¬,114¬,Mark Frost¬,1987¬,,,
Amercent Films¬,USA¬,James Toback¬,Comedy¬,The Pick-up Artist¬,PG-13¬,81¬,James Toback¬,1987¬,,,
Orion Pictures¬,USA¬,Woody Allen¬,Comedy¬,Radio Days¬,PG¬,88¬,Woody Allen¬,1987¬,,,
Lightyear Entertainment¬,UK¬,Robert Altman¬,Comedy¬,Aria¬,R¬,90¬,Robert Altman¬,1987¬,,,
Emshell Producers¬,USA¬,John R. Cherry III¬,Comedy¬,Ernest Goes to Camp¬,PG¬,92¬,John R. Cherry III¬,1987¬,,,
Nouvelles �ditions de Films (NEF)¬,France¬,Louis Malle¬,Drama¬,Au Revoir les Enfants¬,PG¬,104¬,Louis Malle¬,1987¬,,,
Columbia Pictures Corporation¬,USA¬,Ridley Scott¬,Crime¬,Someone to Watch Over Me¬,R¬,106¬,Howard Franklin¬,1987¬,,,
"Guber-Peters Company, The¬",USA¬,James Foley¬,Comedy¬,Who's That Girl¬,PG¬,92¬,Andrew Smith¬,1987¬,,,
Universal Pictures¬,UK¬,Richard Attenborough¬,Biography¬,Cry Freedom¬,PG¬,157¬,John Briley¬,1987¬,,,
Fourth Protocol¬,UK¬,John Mackenzie¬,Thriller¬,The Fourth Protocol¬,R¬,119¬,George Axelrod¬,1987¬,,,
Home Box Office (HBO)¬,USA¬,Hector Babenco¬,Drama¬,Ironweed¬,R¬,143¬,William Kennedy¬,1987¬,,,
Amercent Films¬,USA¬,Bob Rafelson¬,Crime¬,Black Widow¬,R¬,102¬,Ronald Bass¬,1987¬,,,
Touchstone Pictures¬,USA¬,John Badham¬,Action¬,Stakeout¬,R¬,117¬,Jim Kouf¬,1987¬,,,
Imagine Films Entertainment¬,USA¬,Rod Daniel¬,Comedy¬,Like Father Like Son¬,PG-13¬,96¬,Lorne Cameron¬,1987¬,,,
Pelemele Film¬,West Germany¬,Percy Adlon¬,Comedy¬,Bagdad Cafe¬,PG¬,95¬,Eleonore Adlon¬,1987¬,,,
Cannon Group¬,USA¬,Andrey Konchalovskiy¬,Drama¬,Shy People¬,R¬,100¬,Andrey Konchalovskiy¬,1987¬,,,
Twentieth Century Fox Film Corporation¬,USA¬,Joe Roth¬,Comedy¬,Revenge of the Nerds II: Nerds in Paradise¬,PG-13¬,88¬,Tim Metcalfe¬,1987¬,,,
Simcom Limited¬,Canada¬,Bruce Pittman¬,Horror¬,Prom Night II¬,R¬,97¬,Ron Oliver¬,1987¬,,,
Cannon Group¬,USA¬,J. Lee Thompson¬,Action¬,Death Wish 4: The Crackdown¬,R¬,99¬,Brian Garfield¬,1987¬,,,
Amercent Films¬,USA¬,Jonathan Kaplan¬,Comedy¬,Project X¬,PG¬,108¬,Lawrence Lasker¬,1987¬,,,
Finnegan¬,Pinchuk Productions¬,USA¬,William Phelps¬,3832228.0¬,North Shore¬,140887¬,1903¬,William Phelps¬,1987¬,,
7 Films Cin�ma¬,France¬,�lie Chouraqui¬,Action¬,Man on Fire¬,R¬,87¬,A.J. Quinnell¬,1987¬,,,
Cannon Films¬,USA¬,Ruggero Deodato¬,Fantasy¬,The Barbarians¬,R¬,87¬,Alberto Piferi¬,1987¬,,,
Columbia Pictures Corporation¬,USA¬,Elaine May¬,Action¬,Ishtar¬,PG-13¬,107¬,Elaine May¬,1987¬,,,
Conquering Unicorn¬,USA¬,Robert Townsend¬,Comedy¬,Hollywood Shuffle¬,R¬,78¬,Robert Townsend¬,1987¬,,,
Marimark Productions¬,USA¬,Lawrence Bassoff¬,Comedy¬,Hunk¬,PG¬,102¬,Lawrence Bassoff¬,1987¬,,,
Filmhaus¬,USA¬,David Mamet¬,Crime¬,House of Games¬,R¬,102¬,David Mamet¬,1987¬,,,
Not specified¬,USA¬,Peter Werner¬,Crime¬,No Man's Land¬,R¬,100¬,Dick Wolf¬,1987¬,,,
Trans World Entertainment (TWE)¬,USA¬,David Keith¬,Sci-Fi¬,The Curse¬,R¬,92¬,David Chaskin¬,1987¬,,,
TriStar Pictures¬,USA¬,Peter Yates¬,Crime¬,Suspect¬,R¬,121¬,Eric Roth¬,1987¬,,,
TriStar Pictures¬,USA¬,Christopher Cain¬,Action¬,The Principal¬,R¬,109¬,Frank Deese¬,1987¬,,,
Columbia Pictures Corporation¬,UK¬,John Boorman¬,Comedy¬,Hope and Glory¬,PG-13¬,113¬,John Boorman¬,1987¬,,,
Touchstone Pictures¬,USA¬,Arthur Hiller¬,Comedy¬,Outrageous Fortune¬,R¬,99¬,Leslie Dixon¬,1987¬,,,
Carolco Entertainment¬,USA¬,Walter Hill¬,Action¬,Extreme Prejudice¬,R¬,96¬,John Milius¬,1987¬,,,
Cannon Group¬,USA¬,Sam Firstenberg¬,Action¬,American Ninja 2: The Confrontation¬,R¬,90¬,Gary Conway¬,1987¬,,,
Cinecom Entertainment Group¬,USA¬,John Sayles¬,Drama¬,Matewan¬,PG-13¬,135¬,John Sayles¬,1987¬,,,
Vista Organization¬,USA¬,Bill Norton¬,Drama¬,Three for the Road¬,PG¬,88¬,Richard Martini¬,1987¬,,,
Columbia Pictures¬,USA¬,Paul Weiland¬,Action¬,Leonard Part 6¬,PG¬,85¬,Jonathan Reynolds¬,1987¬,,,
Golan-Globus Productions¬,USA¬,Jerry Schatzberg¬,Crime¬,Street Smart¬,R¬,97¬,David Freeman¬,1987¬,,,
Zenith Entertainment¬,UK¬,Stephen Frears¬,Biography¬,Prick Up Your Ears¬,R¬,105¬,Alan Bennett¬,1987¬,,,
Gladden Entertainment¬,USA¬,Michael Cimino¬,Action¬,The Sicilian¬,R¬,115¬,Mario Puzo¬,1987¬,,,
Clear Type¬,USA¬,Cheech Marin¬,Comedy¬,Born in East L.A.¬,R¬,85¬,Cheech Marin¬,1987¬,,,
TAFT Entertainment Pictures¬,USA¬,Paul Schrader¬,Drama¬,Light of Day¬,PG-13¬,107¬,Paul Schrader¬,1987¬,,,
Per Holst Filmproduktion¬,Denmark¬,Bille August¬,Drama¬,Pelle the Conqueror¬,PG-13¬,157¬,Martin Andersen Nex�¬,1987¬,,,
Balcor Film Investors¬,USA¬,Bill Froehlich¬,Comedy¬,Return to Horror High¬,R¬,95¬,Bill Froehlich¬,1987¬,,,
Paramount Pictures¬,USA¬,Lyndall Hobbs¬,Comedy¬,Back to the Beach¬,PG¬,92¬,James Komack¬,1987¬,,,
Vista Organization¬,USA¬,Robert Collector¬,Horror¬,Nightflyers¬,R¬,89¬,George R.R. Martin¬,1987¬,,,
Metro-Goldwyn-Mayer (MGM)¬,USA¬,Tom Holland¬,Action¬,Fatal Beauty¬,R¬,104¬,Bill Svanoe¬,1987¬,,,
Columbia Pictures Corporation¬,USA¬,Jeff Bleckner¬,Adventure¬,White Water Summer¬,PG¬,90¬,Manya Starr¬,1987¬,,,
Nelson Entertainment¬,USA¬,Lindsay Anderson¬,Drama¬,The Whales of August¬,NOT RATED¬,90¬,David Berry¬,1987¬,,,
De Laurentiis Entertainment Group (DEG)¬,USA¬,Bob Giraldi¬,Comedy¬,Hiding Out¬,PG-13¬,98¬,Joe Menosky¬,1987¬,,,
Kings Road Entertainment¬,USA¬,Jimmy Huston¬,Comedy¬,My Best Friend Is a Vampire¬,PG¬,89¬,Tab Murphy¬,1987¬,,,
Orion Pictures¬,USA¬,Harley Cokeliss¬,Action¬,Malone¬,R¬,92¬,Christopher Frank¬,1987¬,,,
RKO Pictures¬,USA¬,Steven Lisberger¬,Comedy¬,Hot Pursuit¬,PG-13¬,93¬,Steven Lisberger¬,1987¬,,,
United Artists¬,USA¬,Dennis Feldman¬,Action¬,Real Men¬,PG-13¬,85¬,Dennis Feldman¬,1987¬,,,
"Samuel Goldwyn Company, The¬",UK¬,Mike Hodges¬,Action¬,A Prayer for the Dying¬,R¬,107¬,Jack Higgins¬,1987¬,,,
ML Delphi Premier Productions¬,USA¬,Francis Ford Coppola¬,Drama¬,Gardens of Stone¬,R¬,111¬,Nicholas Proffitt¬,1987¬,,,
New World Pictures¬,USA¬,Gary Sherman¬,Action¬,Wanted: Dead or Alive¬,R¬,106¬,Michael Patrick Goodman¬,1987¬,,,
Bagdasarian Productions¬,USA¬,Janice Karman¬,Animation¬,The Chipmunk Adventure¬,G¬,100¬,Janice Karman¬,1987¬,,,
Kindred Limited Partnership¬,USA¬,Stephen Carpenter¬,Horror¬,The Kindred¬,R¬,91¬,Stephen Carpenter¬,1987¬,,,
Lorimar Motion Pictures¬,USA¬,Alan Rudolph¬,Comedy¬,Made in Heaven¬,PG¬,100¬,Bruce A. Evans¬,1987¬,,,
Gladden Entertainment¬,USA¬,Emilio Estevez¬,Crime¬,Wisdom¬,R¬,109¬,Emilio Estevez¬,1987¬,,,
Columbia Pictures¬,UK¬,Michael Radford¬,Crime¬,White Mischief¬,R¬,107¬,James Fox¬,1987¬,,,
Rollins-Joffe Productions¬,USA¬,Woody Allen¬,Drama¬,September¬,PG¬,83¬,Woody Allen¬,1987¬,,,
Vestron Pictures¬,UK¬,John Huston¬,Drama¬,The Dead¬,PG¬,83¬,Tony Huston¬,1987¬,,,
Independent Film Centre¬,USA¬,Lance Hool¬,Action¬,Steel Dawn¬,R¬,100¬,Doug Lefler¬,1987¬,,,
Empire Pictures¬,USA¬,Renny Harlin¬,Crime¬,Prison¬,R¬,102¬,Irwin Yablans¬,1987¬,,,
Warner Bros.¬,USA¬,Martin Ritt¬,Drama¬,Nuts¬,R¬,116¬,Tom Topor¬,1987¬,,,
Bandai Films¬,USA¬,Barry Levinson¬,Comedy¬,Tin Men¬,R¬,112¬,Barry Levinson¬,1987¬,,,
Cannon Group¬,USA¬,Lionel Chetwynd¬,Drama¬,The Hanoi Hilton¬,R¬,125¬,Lionel Chetwynd¬,1987¬,,,
De Laurentiis Entertainment Group (DEG)¬,USA¬,William Friedkin¬,Drama¬,Rampage¬,R¬,97¬,William P. Wood¬,1987¬,,,
Albacore Productions Inc.¬,USA¬,Ben Bolt¬,Drama¬,The Big Town¬,R¬,109¬,Clark Howard¬,1987¬,,,
Channel Four Films¬,UK¬,David Leland¬,Comedy¬,Wish You Were Here¬,R¬,88¬,David Leland¬,1987¬,,,
Aurora Productions LLC¬,USA¬,Tamar Simon Hoffs¬,Comedy¬,The Allnighter¬,PG-13¬,108¬,Tamar Simon Hoffs¬,1987¬,,,
Callender Company¬,UK¬,Peter Greenaway¬,Drama¬,The Belly of an Architect¬,R¬,119¬,Peter Greenaway¬,1987¬,,,
Hemdale¬,USA¬,John Flynn¬,Action¬,Best Seller¬,R¬,95¬,Larry Cohen¬,1987¬,,,
Lorimar Motion Pictures¬,USA¬,Mary Lambert¬,Drama¬,Siesta¬,R¬,100¬,Patrice Chaplin¬,1987¬,,,
Great American Films Limited Partnership¬,USA¬,Michael Hoffman¬,Drama¬,Promised Land¬,R¬,102¬,Michael Hoffman¬,1987¬,,,
De Laurentiis Entertainment Group (DEG)¬,USA¬,Curtis Hanson¬,Crime¬,The Bedroom Window¬,R¬,112¬,Anne Holden¬,1987¬,,,
Excelsior Film-TV¬,Italy¬,Nikita Mikhalkov¬,Comedy¬,Dark Eyes¬,Not specified¬,117¬,Aleksandr Adabashyan¬,1987¬,,,
Vista Organization¬,USA¬,Amy Holden Jones¬,Fantasy¬,Maid to Order¬,PG¬,93¬,Amy Holden Jones¬,1987¬,,,
Island Pictures¬,USA¬,Daniel Petrie¬,Drama¬,Square Dance¬,PG-13¬,112¬,Alan Hines¬,1987¬,,,
Commies From Mars Corporation¬,UK¬,Alex Cox¬,Action¬,Straight to Hell¬,R¬,100¬,Alex Cox¬,1987¬,,,
Nelvana¬,Canada¬,Hugh Wilson¬,Comedy¬,Burglar¬,R¬,103¬,Lawrence Block¬,1987¬,,,
Kings Road Entertainment¬,USA¬,Phil Alden Robinson¬,Comedy¬,In the Mood¬,PG-13¬,98¬,Robert Kosberg¬,1987¬,,,
Brooksfilms¬,UK¬,David Hugh Jones¬,Biography¬,84 Charing Cross Road¬,PG¬,100¬,Helene Hanff¬,1987¬,,,
Silent Night Releasing Corporation¬,USA¬,Lee Harry¬,Horror¬,"Silent Night, Deadly Night 2¬",R¬,88¬,Michael Hickey¬,1987¬,,,
Cineplex-Odeon Films¬,UK¬,Tony Bill¬,Crime¬,Five Corners¬,R¬,90¬,John Patrick Shanley¬,1987¬,,,
De Laurentiis Entertainment Group (DEG)¬,USA¬,Tom McLoughlin¬,Comedy¬,Date with an Angel¬,PG¬,105¬,Tom McLoughlin¬,1987¬,,,
In-Cine Compa��a Industrial Cinematogr�fica¬,USA¬,Alex Cox¬,Biography¬,Walker¬,R¬,94¬,Rudy Wurlitzer¬,1987¬,,,
Cinetel Films¬,USA¬,Larry Cohen¬,Adventure¬,Deadly Illusion¬,R¬,87¬,Larry Cohen¬,1987¬,,,
Zenith Entertainment¬,UK¬,Wayne Wang¬,Mystery¬,Slam Dance¬,R¬,92¬,Don Keith Opper¬,1987¬,,,
TriStar Pictures¬,USA¬,Roger Young¬,Action¬,The Squeeze¬,PG-13¬,101¬,Daniel Taplitz¬,1987¬,,,
British Screen Productions¬,UK¬,Terry Jones¬,Comedy¬,Personal Services¬,R¬,105¬,David Leland¬,1987¬,,,
Golan-Globus Productions¬,USA¬,Peter R. Hunt¬,Action¬,Assassination¬,PG-13¬,88¬,Richard Sale¬,1987¬,,,
Titan Productions¬,USA¬,David DeCoteau¬,Horror¬,Creepozoids¬,R¬,72¬,Dave Eisenstark¬,1987¬,,,
Great American Films Limited Partnership¬,USA¬,Abel Ferrara¬,Crime¬,China Girl¬,R¬,90¬,Nicholas St. John¬,1987¬,,,
TriStar Pictures¬,USA¬,Robert Benton¬,Comedy¬,Nadine¬,PG¬,83¬,Robert Benton¬,1987¬,,,
Metro-Goldwyn-Mayer (MGM)¬,USA¬,Arthur Penn¬,Drama¬,Dead of Winter¬,R¬,100¬,Marc Shmuger¬,1987¬,,,
